pathway,nodes
Shigellosis,PFN1
Shigellosis,TLN2
Shigellosis,H3C14
Shigellosis,PLCD4
Shigellosis,PRKCE
Shigellosis,TNF
Shigellosis,U2AF1
Shigellosis,PIK3CB
Shigellosis,CYTH4
Shigellosis,AKT3
Shigellosis,SEPTIN2
Shigellosis,IRF3
Shigellosis,MYL2
Shigellosis,ITGA5
Shigellosis,PLCD1
Shigellosis,BCL2L1
Shigellosis,ARPC4
Shigellosis,HCLS1
Shigellosis,H3-5
Shigellosis,TRAF5
Shigellosis,NAIP
Shigellosis,PFN2
Shigellosis,RPS6KB1
Shigellosis,UBE2D4
Shigellosis,TRAF2
Shigellosis,PLCB2
Shigellosis,ITPR1
Shigellosis,PXN
Shigellosis,TAB2
Shigellosis,RPS27A
Shigellosis,MYL5
Shigellosis,WASF1
Shigellosis,HKDC1
Shigellosis,TLN1
Shigellosis,H3C15
Shigellosis,RIPK2
Shigellosis,BAX
Salmonella infection,ARL8B
Salmonella infection,TUBB2A
Salmonella infection,LY96
Salmonella infection,DYNLRB2
Salmonella infection,SNX18
Salmonella infection,TLR5
Salmonella infection,ACTG1
Salmonella infection,CASP3
Salmonella infection,RAB7B
Salmonella infection,TAB1
Salmonella infection,ARPC1A
Salmonella infection,ELMO1
Salmonella infection,FLNC
Salmonella infection,DYNC1H1
Salmonella infection,CASP7
Salmonella infection,ACTR10
Salmonella infection,ARL8A
Salmonella infection,TUBA1C
Salmonella infection,FHOD1
Salmonella infection,RAB5C
Salmonella infection,TUBA1A
Salmonella infection,DYNC1I2
Salmonella infection,MYL9
Salmonella infection,ARF6
Salmonella infection,DYNC1LI1
Salmonella infection,DNM2
Salmonella infection,WASL
Salmonella infection,MYL7
Salmonella infection,CTNNB1
Salmonella infection,CASP4
Salmonella infection,PLEKHM2
Salmonella infection,MAPK13
Salmonella infection,CXCL8
Salmonella infection,MAPK9
Salmonella infection,ARF1
Salmonella infection,TIRAP
Salmonella infection,RALA
Salmonella infection,NLRP3
Salmonella infection,EXOC5
Salmonella infection,HRAS
Salmonella infection,ARPC3
Salmonella infection,MAPK12
Salmonella infection,BRK1
Salmonella infection,DYNC2LI1
Salmonella infection,RPS3
Salmonella infection,DYNLT1
Salmonella infection,TLR4
Salmonella infection,RIPK3
Salmonella infection,ACTR1B
Salmonella infection,NFKBIA
Salmonella infection,MAP2K6
Salmonella infection,M6PR
Salmonella infection,MAPK3
Salmonella infection,MYLPF
Salmonella infection,SKP1
Salmonella infection,TUBB8
Salmonella infection,IKBKG
Salmonella infection,ROCK2
Salmonella infection,CDC42
Salmonella infection,CHUK
Salmonella infection,CASP5
Salmonella infection,ARPC2
Salmonella infection,PIK3CG
Salmonella infection,ACTB
Salmonella infection,ACTR3B
Salmonella infection,RRAS
Salmonella infection,DCTN4
Salmonella infection,KPNA1
Salmonella infection,NFKB1
Salmonella infection,TUBB2B
Salmonella infection,RHOH
Salmonella infection,PAK1
Salmonella infection,MAPK10
Salmonella infection,BCL2
Salmonella infection,RHOA
Salmonella infection,AKT2
Salmonella infection,EXOC7
Salmonella infection,MYO6
Salmonella infection,MAPK1
Salmonella infection,PIK3C3
Salmonella infection,WASF3
Salmonella infection,PAK3
Salmonella infection,DYNC1I1
Salmonella infection,MYL10
Salmonella infection,AHNAK2
Salmonella infection,KIF5C
Salmonella infection,DCTN1
Salmonella infection,FLNA
Salmonella infection,MAPK8
Salmonella infection,CYTH1
Salmonella infection,ARPC5L
Salmonella infection,TUBB1
Salmonella infection,KLC2
Salmonella infection,TUBA4A
Salmonella infection,NOD1
Salmonella infection,TUBA3E
Salmonella infection,KIF5A
Salmonella infection,RELA
Salmonella infection,TRADD
Salmonella infection,TCF7L1
Salmonella infection,NLRC4
Salmonella infection,PKN1
Salmonella infection,RHOG
Salmonella infection,TNFRSF1A
Salmonella infection,AHNAK
Salmonella infection,TUBAL3
Salmonella infection,PIK3C2G
Salmonella infection,CSE1L
Salmonella infection,FADD
Salmonella infection,PYCARD
Salmonella infection,IKBKB
Salmonella infection,MAP2K4
Salmonella infection,ACTR3
Salmonella infection,DCTN5
Salmonella infection,KLC3
Salmonella infection,RIPK1
Salmonella infection,KPNA4
Salmonella infection,BIRC2
Salmonella infection,MAP2K2
Salmonella infection,MAPK11
Salmonella infection,ELMO2
Salmonella infection,RAB9B
Salmonella infection,TCF7L2
Salmonella infection,CD14
Salmonella infection,ARPC1B
Salmonella infection,IL6
Salmonella infection,ARPC5
Salmonella infection,AKT1
Salmonella infection,CYTH3
Salmonella infection,FYCO1
Salmonella infection,TNFRSF10B
Salmonella infection,SNX33
Salmonella infection,SNX9
Salmonella infection,DYNLT3
Salmonella infection,TNFRSF10A
Salmonella infection,JUN
Salmonella infection,TLR6
Salmonella infection,TUBB3
Salmonella infection,ANXA2
Salmonella infection,ARHGEF26
Salmonella infection,MAP3K7
Salmonella infection,PFN4
Salmonella infection,RAB7A
Salmonella infection,MAP2K3
Salmonella infection,IRAK1
Salmonella infection,S100A10
Salmonella infection,NCKAP1
Salmonella infection,MYL12B
Salmonella infection,MAP2K7
Salmonella infection,RHOB
Salmonella infection,PFN3
Salmonella infection,TUBB4A
Salmonella infection,TLR9
Salmonella infection,TUBB4B
Salmonella infection,KIF5B
Salmonella infection,DYNC1LI2
Salmonella infection,TAB3
Salmonella infection,PIK3CD
Salmonella infection,CYCS
Salmonella infection,GSDMD
Salmonella infection,EXOC4
Salmonella infection,CYFIP2
Salmonella infection,FLNB
Salmonella infection,ACTR3C
Salmonella infection,RAB5B
Salmonella infection,TLR2
Salmonella infection,CASP8
Salmonella infection,RAC1
Salmonella infection,BAK1
Salmonella infection,KLC4
Salmonella infection,CYTH2
Salmonella infection,MYL12A
Salmonella infection,CASP1
Salmonella infection,IL1B
Salmonella infection,TRAF6
Salmonella infection,TUBB
Salmonella infection,DYNLRB1
Salmonella infection,GCC2
Salmonella infection,STX10
Salmonella infection,IL18
Salmonella infection,LEF1
Salmonella infection,PIK3C2A
Salmonella infection,RILP
Salmonella infection,MYD88
Salmonella infection,FOS
Salmonella infection,PIK3CA
Salmonella infection,ACTR2
Salmonella infection,MAP2K1
Salmonella infection,HSP90B1
Salmonella infection,NCKAP1L
Salmonella infection,TNFSF10
Salmonella infection,PFN1
Salmonella infection,TCF7
Salmonella infection,TUBA3C
Salmonella infection,FBXO22
Salmonella infection,RAB9A
Salmonella infection,TNF
Salmonella infection,PIK3CB
Salmonella infection,DCTN2
Salmonella infection,CYTH4
Salmonella infection,PIK3C2B
Salmonella infection,AKT3
Salmonella infection,TUBA3D
Salmonella infection,BIRC3
Salmonella infection,DYNLL1
Salmonella infection,MYC
Salmonella infection,MYL2
Salmonella infection,IRAK4
Salmonella infection,EXOC2
Salmonella infection,ARPC4
Salmonella infection,TUBB6
Salmonella infection,RAF1
Salmonella infection,ACTR1A
Salmonella infection,CYFIP1
Salmonella infection,MLKL
Salmonella infection,KLC1
Salmonella infection,NAIP
Salmonella infection,GAPDH
Salmonella infection,TUBA1B
Salmonella infection,ABI1
Salmonella infection,PFN2
Salmonella infection,TRAF2
Salmonella infection,MAPK14
Salmonella infection,HSP90AA1
Salmonella infection,KPNA3
Salmonella infection,DCTN6
Salmonella infection,TAB2
Salmonella infection,TUBA8
Salmonella infection,RAB5A
Salmonella infection,MYL5
Salmonella infection,DYNLL2
Salmonella infection,DYNC2H1
Salmonella infection,HSP90AB1
Salmonella infection,RIPK2
Salmonella infection,BAX
Salmonella infection,DCTN3
Pertussis,PYCARD
Pertussis,GNAI2
Pertussis,CFL1
Pertussis,MAPK11
Pertussis,NFKB1
Pertussis,IRF8
Pertussis,C4BPB
Pertussis,MAPK10
Pertussis,C5
Pertussis,MYD88
Pertussis,FOS
Pertussis,RHOA
Pertussis,MAPK1
Pertussis,JUN
Pertussis,C3
Pertussis,GNAI1
Pertussis,NOS2
Pertussis,C1S
Pertussis,IRAK1
Pertussis,TICAM2
Pertussis,IL12B
Pertussis,GNAI3
Pertussis,MAPK13
Pertussis,MAPK8
Pertussis,IRF3
Pertussis,IL12A
Pertussis,IRAK4
Pertussis,MAPK9
Pertussis,TIRAP
Pertussis,C4BPA
Pertussis,TICAM1
Pertussis,C1QA
Pertussis,NLRP3
Pertussis,C2
Pertussis,C4A
Pertussis,NOD1
Pertussis,C1R
Pertussis,RELA
Pertussis,MAPK12
Pertussis,IRF1
Pertussis,MAPK14
Pertussis,C4B
Pertussis,TLR4
Pertussis,C1QB
Pertussis,CFL2
Pertussis,IL1A
Pertussis,MAPK3
Pertussis,SERPING1
Pertussis,CASP1
Pertussis,C1QC
Pertussis,IL1B
Pertussis,TRAF6
Legionellosis,PYCARD
Legionellosis,CR1L
Legionellosis,CXCL2
Legionellosis,EEF1A1
Legionellosis,HSPA1L
Legionellosis,TLR5
Legionellosis,IL18
Legionellosis,CASP3
Legionellosis,CD14
Legionellosis,NFKB1
Legionellosis,CASP9
Legionellosis,IL6
Legionellosis,CASP7
Legionellosis,HSF1
Legionellosis,MYD88
Legionellosis,C3
Legionellosis,ITGB2
Legionellosis,TNF
Legionellosis,IL12B
Legionellosis,APAF1
Legionellosis,ITGAM
Legionellosis,CXCL8
Legionellosis,IL12A
Legionellosis,CYCS
Legionellosis,NAIP
Legionellosis,CR1
Legionellosis,CXCL3
Legionellosis,RELA
Legionellosis,EEF1A2
Legionellosis,TLR2
Legionellosis,HSPA6
Legionellosis,TLR4
Legionellosis,NFKBIA
Legionellosis,HSPA1B
Legionellosis,HSPA8
Legionellosis,HSPA2
Legionellosis,NLRC4
Legionellosis,CXCL1
Legionellosis,CASP1
Legionellosis,IL1B
Legionellosis,HSPA1A
Yersinia infection,ACTG1
Yersinia infection,BAIAP2
Yersinia infection,CD8B2
Yersinia infection,PTK2B
Yersinia infection,TAB1
Yersinia infection,ARPC1A
Yersinia infection,ELMO1
Yersinia infection,ROCK1
Yersinia infection,LCP2
Yersinia infection,NFATC1
Yersinia infection,ARF6
Yersinia infection,ZAP70
Yersinia infection,WASL
Yersinia infection,NFATC2
Yersinia infection,MAPK13
Yersinia infection,CXCL8
Yersinia infection,ITGB1
Yersinia infection,MAPK9
Yersinia infection,RPS6KA3
Yersinia infection,PIP5K1C
Yersinia infection,NLRP3
Yersinia infection,WASF2
Yersinia infection,IL2
Yersinia infection,ARPC3
Yersinia infection,MAPK12
Yersinia infection,TLR4
Yersinia infection,NFKBIA
Yersinia infection,MAP2K6
Yersinia infection,BCAR1
Yersinia infection,LIMK1
Yersinia infection,MAPK3
Yersinia infection,ARHGEF1
Yersinia infection,IKBKG
Yersinia infection,ROCK2
Yersinia infection,CDC42
Yersinia infection,CHUK
Yersinia infection,VAV1
Yersinia infection,SKAP2
Yersinia infection,VAV2
Yersinia infection,ARPC2
Yersinia infection,RAC2
Yersinia infection,ACTB
Yersinia infection,IL10
Yersinia infection,ACTR3B
Yersinia infection,IFNB1
Yersinia infection,NFKB1
Yersinia infection,ARHGEF7
Yersinia infection,WAS
Yersinia infection,PKN2
Yersinia infection,MAPK10
Yersinia infection,RHOA
Yersinia infection,AKT2
Yersinia infection,MAPK1
Yersinia infection,LOC102723407
Yersinia infection,FN1
Yersinia infection,WIPF1
Yersinia infection,PTK2
Yersinia infection,MAPK8
Yersinia infection,GSK3B
Yersinia infection,ARPC5L
Yersinia infection,TICAM1
Yersinia infection,CD8B
Yersinia infection,ARHGEF28
Yersinia infection,RELA
Yersinia infection,DOCK1
Yersinia infection,NLRC4
Yersinia infection,PKN1
Yersinia infection,RHOG
Yersinia infection,PYCARD
Yersinia infection,IKBKB
Yersinia infection,MAP2K4
Yersinia infection,ACTR3
Yersinia infection,ITGA4
Yersinia infection,MAP2K2
Yersinia infection,MAPK11
Yersinia infection,ELMO2
Yersinia infection,PIP5K1A
Yersinia infection,PLCG1
Yersinia infection,ARPC1B
Yersinia infection,IL6
Yersinia infection,AKT1
Yersinia infection,ARPC5
Yersinia infection,RPS6KA1
Yersinia infection,JUN
Yersinia infection,WIPF2
Yersinia infection,GNAQ
Yersinia infection,MAP3K7
Yersinia infection,CD8A
Yersinia infection,MAP2K3
Yersinia infection,IRAK1
Yersinia infection,TBK1
Yersinia infection,PIK3R3
Yersinia infection,MAP2K7
Yersinia infection,PIK3CD
Yersinia infection,FYB1
Yersinia infection,PIK3R1
Yersinia infection,CCL2
Yersinia infection,ACTR3C
Yersinia infection,RAC1
Yersinia infection,CD4
Yersinia infection,CASP1
Yersinia infection,SRC
Yersinia infection,IL1B
Yersinia infection,TRAF6
Yersinia infection,CRK
Yersinia infection,LCK
Yersinia infection,CRKL
Yersinia infection,IL18
Yersinia infection,ARHGEF12
Yersinia infection,NFATC3
Yersinia infection,MYD88
Yersinia infection,PIK3R2
Yersinia infection,PIK3CA
Yersinia infection,ACTR2
Yersinia infection,FCGR2A
Yersinia infection,FOS
Yersinia infection,MAP2K1
Yersinia infection,MEFV
Yersinia infection,TNF
Yersinia infection,PIK3CB
Yersinia infection,RPS6KA6
Yersinia infection,AKT3
Yersinia infection,WIPF3
Yersinia infection,RAC3
Yersinia infection,IRF3
Yersinia infection,ITGA5
Yersinia infection,IRAK4
Yersinia infection,ARPC4
Yersinia infection,GIT2
Yersinia infection,RPS6KA2
Yersinia infection,PIP5K1B
Yersinia infection,LAT
Yersinia infection,TRAF2
Yersinia infection,MAPK14
Yersinia infection,PXN
Yersinia infection,TAB2
Yersinia infection,VAV3
Leishmaniasis,IFNGR1
Leishmaniasis,CR1L
Leishmaniasis,MARCKSL1
Leishmaniasis,EEF1A1
Leishmaniasis,IL10
Leishmaniasis,HLA-DOA
Leishmaniasis,TAB1
Leishmaniasis,IFNGR2
Leishmaniasis,MAPK11
Leishmaniasis,NFKB1
Leishmaniasis,TGFB3
Leishmaniasis,HLA-DRB5
Leishmaniasis,PRKCB
Leishmaniasis,JAK2
Leishmaniasis,ELK1
Leishmaniasis,FCGR2A
Leishmaniasis,MYD88
Leishmaniasis,FCGR1A
Leishmaniasis,FCGR3A
Leishmaniasis,MAPK1
Leishmaniasis,C3
Leishmaniasis,FOS
Leishmaniasis,FCGR2C
Leishmaniasis,JUN
Leishmaniasis,HLA-DQB1
Leishmaniasis,NOS2
Leishmaniasis,LOC102723407
Leishmaniasis,NFKBIB
Leishmaniasis,HLA-DMB
Leishmaniasis,HLA-DRB4
Leishmaniasis,ITGB2
Leishmaniasis,MAP3K7
Leishmaniasis,TNF
Leishmaniasis,IRAK1
Leishmaniasis,STAT1
Leishmaniasis,HLA-DPB1
Leishmaniasis,HLA-DRA
Leishmaniasis,IL12B
Leishmaniasis,HLA-DRB1
Leishmaniasis,MAPK13
Leishmaniasis,ITGAM
Leishmaniasis,PTGS2
Leishmaniasis,IL4
Leishmaniasis,IL12A
Leishmaniasis,IRAK4
Leishmaniasis,HLA-DQA2
Leishmaniasis,HLA-DRB3
Leishmaniasis,CYBB
Leishmaniasis,PTPN6
Leishmaniasis,CR1
Leishmaniasis,HLA-DOB
Leishmaniasis,HLA-DQA1
Leishmaniasis,RELA
Leishmaniasis,EEF1A2
Leishmaniasis,MAPK12
Leishmaniasis,NCF2
Leishmaniasis,TLR2
Leishmaniasis,MAPK14
Leishmaniasis,CYBA
Leishmaniasis,TGFB1
Leishmaniasis,IL1B
Leishmaniasis,TLR4
Leishmaniasis,TAB2
Leishmaniasis,NCF4
Leishmaniasis,NFKBIA
Leishmaniasis,NCF1
Leishmaniasis,IL1A
Leishmaniasis,MAPK3
Leishmaniasis,JAK1
Leishmaniasis,FCGR3B
Leishmaniasis,TGFB2
Leishmaniasis,HLA-DPA1
Leishmaniasis,IFNG
Leishmaniasis,TRAF6
Leishmaniasis,HLA-DMA
Chagas disease,ADCY1
Chagas disease,CFLAR
Chagas disease,FAS
Chagas disease,CD247
Chagas disease,CCL3
Chagas disease,PPP2R2C
Chagas disease,SMAD2
Chagas disease,PLCB3
Chagas disease,GNAI1
Chagas disease,NOS2
Chagas disease,PPP2R2D
Chagas disease,TGFBR2
Chagas disease,CD3E
Chagas disease,GNAI3
Chagas disease,MAPK13
Chagas disease,CXCL8
Chagas disease,IL12A
Chagas disease,MAPK9
Chagas disease,IL2
Chagas disease,MAPK12
Chagas disease,TGFB1
Chagas disease,TLR4
Chagas disease,C1QB
Chagas disease,NFKBIA
Chagas disease,BDKRB2
Chagas disease,MAPK3
Chagas disease,IKBKG
Chagas disease,TGFB2
Chagas disease,IFNG
Chagas disease,CHUK
Chagas disease,IFNGR1
Chagas disease,IL10
Chagas disease,PLCB4
Chagas disease,IFNGR2
Chagas disease,IFNB1
Chagas disease,NFKB1
Chagas disease,MAPK10
Chagas disease,PLCB1
Chagas disease,AKT2
Chagas disease,MAPK1
Chagas disease,PPP2CB
Chagas disease,SERPINE1
Chagas disease,PPP2R2B
Chagas disease,KNG1
Chagas disease,IL12B
Chagas disease,CCL5
Chagas disease,MAPK8
Chagas disease,TICAM1
Chagas disease,RELA
Chagas disease,TNFRSF1A
Chagas disease,FADD
Chagas disease,IKBKB
Chagas disease,GNAI2
Chagas disease,MAP2K4
Chagas disease,CALR
Chagas disease,MAPK11
Chagas disease,ACE
Chagas disease,IL6
Chagas disease,AKT1
Chagas disease,FASLG
Chagas disease,GNA11
Chagas disease,JUN
Chagas disease,TLR6
Chagas disease,GNAQ
Chagas disease,IRAK1
Chagas disease,PIK3R3
Chagas disease,CD3G
Chagas disease,TLR9
Chagas disease,PIK3CD
Chagas disease,PIK3R1
Chagas disease,C1QA
Chagas disease,CCL2
Chagas disease,CCL3L1
Chagas disease,TLR2
Chagas disease,CASP8
Chagas disease,CCL3L3
Chagas disease,IL1B
Chagas disease,TRAF6
Chagas disease,PPP2R2A
Chagas disease,GNAL
Chagas disease,GNA14
Chagas disease,TGFBR1
Chagas disease,TGFB3
Chagas disease,MYD88
Chagas disease,FOS
Chagas disease,PIK3CA
Chagas disease,PIK3R2
Chagas disease,TNF
Chagas disease,PIK3CB
Chagas disease,GNAO1
Chagas disease,AKT3
Chagas disease,CD3D
Chagas disease,IRAK4
Chagas disease,PPP2CA
Chagas disease,PPP2R1B
Chagas disease,GNA15
Chagas disease,MAPK14
Chagas disease,PLCB2
Chagas disease,GNAS
Chagas disease,PPP2R1A
Chagas disease,C1QC
African trypanosomiasis,PRKCA
African trypanosomiasis,FAS
African trypanosomiasis,PLCB4
African trypanosomiasis,PRKCG
African trypanosomiasis,THOP1
African trypanosomiasis,HBB
African trypanosomiasis,IDO2
African trypanosomiasis,PRKCB
African trypanosomiasis,FASLG
African trypanosomiasis,MYD88
African trypanosomiasis,PLCB1
African trypanosomiasis,PLCB3
African trypanosomiasis,GNAQ
African trypanosomiasis,F2RL1
African trypanosomiasis,IDO1
African trypanosomiasis,TNF
African trypanosomiasis,KNG1
African trypanosomiasis,HBA1
African trypanosomiasis,TLR9
African trypanosomiasis,VCAM1
African trypanosomiasis,HPR
African trypanosomiasis,SELE
African trypanosomiasis,HBA2
African trypanosomiasis,PLCB2
African trypanosomiasis,ICAM1
African trypanosomiasis,IFNG
Malaria,TLR2
Malaria,ITGAL
Malaria,ICAM1
Malaria,CD40LG
Malaria,TLR9
Malaria,TLR4
Malaria,HGF
Malaria,ITGB2
Malaria,MET
Malaria,CD40
Malaria,MYD88
Toxoplasmosis,LY96
Toxoplasmosis,HSPA1L
Toxoplasmosis,CASP3
Toxoplasmosis,TAB1
Toxoplasmosis,HLA-DRB5
Toxoplasmosis,LAMA5
Toxoplasmosis,CIITA
Toxoplasmosis,GNAI1
Toxoplasmosis,NOS2
Toxoplasmosis,CCR5
Toxoplasmosis,CD40
Toxoplasmosis,GNAI3
Toxoplasmosis,MAPK13
Toxoplasmosis,IL12A
Toxoplasmosis,ITGB1
Toxoplasmosis,MAPK9
Toxoplasmosis,STAT3
Toxoplasmosis,HLA-DOB
Toxoplasmosis,MAPK12
Toxoplasmosis,TLR4
Toxoplasmosis,HSPA8
Toxoplasmosis,NFKBIA
Toxoplasmosis,MAP2K6
Toxoplasmosis,MAPK3
Toxoplasmosis,IKBKG
Toxoplasmosis,IFNG
Toxoplasmosis,CHUK
Toxoplasmosis,IFNGR1
Toxoplasmosis,PIK3CG
Toxoplasmosis,IL10
Toxoplasmosis,LAMC3
Toxoplasmosis,CD40LG
Toxoplasmosis,HLA-DOA
Toxoplasmosis,IFNGR2
Toxoplasmosis,IRGM
Toxoplasmosis,NFKB1
Toxoplasmosis,TYK2
Toxoplasmosis,MAPK10
Toxoplasmosis,BCL2
Toxoplasmosis,AKT2
Toxoplasmosis,MAPK1
Toxoplasmosis,PDPK1
Toxoplasmosis,HLA-DRB4
Toxoplasmosis,STAT1
Toxoplasmosis,HLA-DPB1
Toxoplasmosis,HLA-DRA
Toxoplasmosis,IL12B
Toxoplasmosis,HLA-DRB1
Toxoplasmosis,MAPK8
Toxoplasmosis,HLA-DQA2
Toxoplasmosis,PPIF
Toxoplasmosis,LAMA1
Toxoplasmosis,LAMA2
Toxoplasmosis,RELA
Toxoplasmosis,HSPA6
Toxoplasmosis,TNFRSF1A
Toxoplasmosis,IKBKB
Toxoplasmosis,GNAI2
Toxoplasmosis,PIK3R6
Toxoplasmosis,BIRC2
Toxoplasmosis,IL10RA
Toxoplasmosis,LAMA4
Toxoplasmosis,MAPK11
Toxoplasmosis,LAMC1
Toxoplasmosis,LAMB1
Toxoplasmosis,AKT1
Toxoplasmosis,NFKBIB
Toxoplasmosis,HLA-DMB
Toxoplasmosis,MAP3K7
Toxoplasmosis,MAP2K3
Toxoplasmosis,IRAK1
Toxoplasmosis,LAMC2
Toxoplasmosis,CYCS
Toxoplasmosis,ITGA6
Toxoplasmosis,HLA-DQA1
Toxoplasmosis,PIK3R5
Toxoplasmosis,TLR2
Toxoplasmosis,CASP8
Toxoplasmosis,HSPA1B
Toxoplasmosis,HSPA2
Toxoplasmosis,HLA-DPA1
Toxoplasmosis,TRAF6
Toxoplasmosis,HLA-DMA
Toxoplasmosis,HSPA1A
Toxoplasmosis,SOCS1
Toxoplasmosis,LAMB4
Toxoplasmosis,LAMB3
Toxoplasmosis,CASP9
Toxoplasmosis,JAK2
Toxoplasmosis,MYD88
Toxoplasmosis,BIRC7
Toxoplasmosis,HLA-DQB1
Toxoplasmosis,LAMA3
Toxoplasmosis,TNF
Toxoplasmosis,GNAO1
Toxoplasmosis,AKT3
Toxoplasmosis,BIRC3
Toxoplasmosis,BCL2L1
Toxoplasmosis,HLA-DRB3
Toxoplasmosis,IRAK4
Toxoplasmosis,LAMB2
Toxoplasmosis,BAD
Toxoplasmosis,XIAP
Toxoplasmosis,MAPK14
Toxoplasmosis,TAB2
Toxoplasmosis,IL10RB
Toxoplasmosis,JAK1
Amoebiasis,PRKCA
Amoebiasis,GNAL
Amoebiasis,ADCY1
Amoebiasis,GNA14
Amoebiasis,PLCB4
Amoebiasis,PRKCG
Amoebiasis,CD14
Amoebiasis,NFKB1
Amoebiasis,PRKCB
Amoebiasis,SERPINB3
Amoebiasis,PIK3R2
Amoebiasis,PLCB1
Amoebiasis,PLCB3
Amoebiasis,GNA11
Amoebiasis,PIK3CA
Amoebiasis,GNAQ
Amoebiasis,CTSG
Amoebiasis,SERPINB13
Amoebiasis,ITGB2
Amoebiasis,PRKACG
Amoebiasis,HSPB1
Amoebiasis,PIK3CB
Amoebiasis,IL1R1
Amoebiasis,PIK3R3
Amoebiasis,ITGAM
Amoebiasis,SERPINB6
Amoebiasis,PRKACB
Amoebiasis,PIK3CD
Amoebiasis,PIK3R1
Amoebiasis,PRKACA
Amoebiasis,GNA15
Amoebiasis,SERPINB9
Amoebiasis,RELA
Amoebiasis,TLR2
Amoebiasis,PLCB2
Amoebiasis,IL1R2
Amoebiasis,TLR4
Amoebiasis,GNAS
Amoebiasis,SERPINB10
Amoebiasis,IL1B
Amoebiasis,SERPINB4
Staphylococcus aureus infection,IL10
Staphylococcus aureus infection,C5
Staphylococcus aureus infection,PLG
Staphylococcus aureus infection,SELPLG
Staphylococcus aureus infection,FCGR2A
Staphylococcus aureus infection,FCGR1A
Staphylococcus aureus infection,FCGR3A
Staphylococcus aureus infection,C3
Staphylococcus aureus infection,MASP1
Staphylococcus aureus infection,C3AR1
Staphylococcus aureus infection,FCGR2C
Staphylococcus aureus infection,LOC102723407
Staphylococcus aureus infection,MASP2
Staphylococcus aureus infection,FCAR
